"OBJECTID","COMMONNAME","COUNTY","GEOCODE","CNTYCODE","STATUS","CODE1982","CODE1971","NOTES"
693,"Saint Albans","Somerset","25270","25","T","25270","25270"," "
694,"Skowhegan","Somerset","25280","25","T","25280","25280"," "
695,"Smithfield","Somerset","25290","25","T","25290","25290"," "
696,"Solon","Somerset","25300","25","T","25300","25300"," "
697,"Starks","Somerset","25310","25","T","25310","25310"," "
698,"The Forks Plt","Somerset","25320","25","P","25320","25320"," "
699,"West Forks Plt","Somerset","25330","25","P","25330","25330"," "
700,"Alder Brook Twp","Somerset","25801","25","U","25801","25801"," "
701,"Appleton Twp","Somerset","25802","25","U","25802","25802"," "
702,"Taunton & Raynham Academy Grant","Somerset","25803","25","U","25803","25803"," "
703,"Attean Twp","Somerset","25804","25","U","25804","25804"," "
704,"Bald Mountain Twp T2 R3","Somerset","25805","25","U","25805","25805"," "
705,"Bald Mountain Twp T4 R3","Somerset","25806","25","U","25806","25806"," "
706,"Bigelow Twp","Somerset","25807","25","U","25807","25807"," "
707,"Big Six Twp","Somerset","25808","25","U","25808","25808"," "
708,"Big Ten Twp","Somerset","25809","25","U","25809","25809"," "
709,"Big W Twp","Somerset","25810","25","U","25810","25810"," "
710,"Blake Gore","Somerset","25811","25","U","25811","25811"," "
711,"Bowtown Twp","Somerset","25812","25","U","25812","25812"," "
712,"Bradstreet Twp","Somerset","25813","25","U","25813","25813"," "
713,"Brassua Twp","Somerset","25814","25","U","25814","25814"," "
714,"Carrying Place Town Twp","Somerset","25815","25","U","25815","25815"," "
715,"Chase Stream Twp","Somerset","25816","25","U","25816","25816"," "
716,"Comstock Twp","Somerset","25817","25","U","25817","25817"," "
717,"Concord Twp","Somerset","25818","25","U","25818","25818"," "
718,"Dead River Twp","Somerset","25819","25","U","25819","25819"," "
719,"Dole Brook Twp","Somerset","25820","25","U","25820","25820"," "
720,"East Moxie Twp","Somerset","25821","25","U","25821","25821"," "
721,"Elm Stream Twp","Somerset","25822","25","U","25822","25822"," "
722,"Flagstaff Twp","Somerset","25823","25","U","25823","25823"," "
723,"Forsyth Twp","Somerset","25824","25","U","25824","25824"," "
724,"Hammond Twp","Somerset","25825","25","U","25825","25825"," "
725,"Hobbstown Twp","Somerset","25826","25","U","25826","25826"," "
726,"Holeb Twp","Somerset","25827","25","U","25827","25827"," "
727,"Indian Stream Twp","Somerset","25828","25","U","25828","25828"," "
728,"Johnson Mountain Twp","Somerset","25829","25","U","25829","25829"," "
729,"King & Bartlett Twp","Somerset","25830","25","U","25830","25830"," "
730,"Lexington Twp","Somerset","25831","25","U","25831","25831"," "
731,"Little W Twp","Somerset","25832","25","U","25832","25832"," "
732,"Long Pond Twp","Somerset","25833","25","U","25833","25833"," "
733,"Lower Enchanted Twp","Somerset","25834","25","U","25834","25834"," "
734,"Mayfield Twp","Somerset","25835","25","U","25835","25835"," "
735,"Misery Twp","Somerset","25836","25","U","25836","25836"," "
736,"Misery Gore Twp","Somerset","25837","25","U","25837","25837"," "
737,"Moxie Gore","Somerset","25838","25","U","25838","25838"," "
738,"Parlin Pond Twp","Somerset","25839","25","U","25839","25839"," "
739,"Pierce Pond Twp","Somerset","25840","25","U","25840","25840"," "
740,"Pittston Academy Grant","Somerset","25841","25","U","25841","25841"," "
741,"Plymouth Twp","Somerset","25842","25","U","25842","25842"," "
742,"Prentiss Twp T4 R4 NBKP","Somerset","25843","25","U","25843","25843"," "
743,"Rockwood Strip T1 R1 NBKP","Somerset","25844","25","U","25844","25844"," "
744,"Rockwood Strip T2 R1 NBKP","Somerset","25845","25","U","25845","25845"," "
745,"Russell Pond Twp","Somerset","25846","25","U","25846","25846"," "
746,"Saint John Twp","Somerset","25847","25","U","25847","25847"," "
747,"Sandbar Tract Twp","Somerset","25848","25","U","25848","25848"," "
748,"Sandwich Academy Grant Twp","Somerset","25849","25","U","25849","25849"," "
749,"Sandy Bay Twp","Somerset","25850","25","U","25850","25850"," "
750,"Sapling Twp","Somerset","25851","25","U","25851","25851"," "
751,"Seboomook Twp","Somerset","25852","25","U","25852","25852"," "
752,"Soldiertown Twp T2 R3 NBKP","Somerset","25853","25","U","25853","25853"," "
753,"Squaretown Twp","Somerset","25854","25","U","25854","25854"," "
754,"Thorndike Twp","Somerset","25856","25","U","25856","25856"," "
755,"Tomhegan Twp","Somerset","25857","25","U","25857","25857"," "
756,"Upper Enchanted Twp","Somerset","25858","25","U","25858","25858"," "
757,"West Middlesex Canal Grant","Somerset","25859","25","U","25859","25859"," "
758,"Carrying Place Twp","Somerset","25860","25","U","25860","25860"," "
759,"T3 R4 BKP WKR","Somerset","25861","25","U","25861","25861"," "
760,"T3 R5 BKP WKR","Somerset","25862","25","U","25862","25862"," "
761,"T4 R5 NBKP","Somerset","25863","25","U","25863","25863"," "
762,"T4 R17 WELS","Somerset","25864","25","U","25864","25864"," "
763,"T5 R6 BKP WKR","Somerset","25865","25","U","25865","25865"," "
764,"T5 R7 BKP WKR","Somerset","25866","25","U","25866","25866"," "
765,"T5 R17 WELS","Somerset","25867","25","U","25867","25867"," "
766,"T5 R18 WELS","Somerset","25868","25","U","25868","25868"," "
767,"T5 R19 WELS","Somerset","25869","25","U","25869","25869"," "
768,"T5 R20 WELS","Somerset","25870","25","U","25870","25870"," "
769,"T6 R17 WELS","Somerset","25871","25","U","25871","25871"," "
770,"T6 R18 WELS","Somerset","25872","25","U","25872","25872"," "
771,"T7 R16 WELS","Somerset","25873","25","U","25873","25873"," "
772,"T7 R17 WELS","Somerset","25874","25","U","25874","25874"," "
773,"T7 R18 WELS","Somerset","25875","25","U","25875","25875"," "
774,"T7 R19 WELS","Somerset","25876","25","U","25876","25876"," "
775,"T8 R16 WELS","Somerset","25877","25","U","25877","25877"," "
776,"T8 R17 WELS","Somerset","25878","25","U","25878","25878"," "
777,"T8 R18 WELS","Somerset","25879","25","U","25879","25879"," "
778,"T8 R19 WELS","Somerset","25880","25","U","25880","25880"," "
779,"T9 R16 WELS","Somerset","25881","25","U","25881","25881"," "
780,"T9 R17 WELS","Somerset","25882","25","U","25882","25882"," "
781,"T9 R18 WELS","Somerset","25883","25","U","25883","25883"," "
782,"T10 R16 WELS","Somerset","25884","25","U","25884","25884"," "
783,"Belfast","Waldo","27010","27","C","27010","27010"," "
784,"Belmont","Waldo","27020","27","T","27020","27020"," "
785,"Brooks","Waldo","27030","27","T","27030","27030"," "
786,"Burnham","Waldo","27040","27","T","27040","27040"," "
787,"Frankfort","Waldo","27050","27","T","27050","27050"," "
788,"Freedom","Waldo","27060","27","T","27060","27060"," "
789,"Islesboro","Waldo","27070","27","T","27070","27070"," "
790,"Jackson","Waldo","27080","27","T","27080","27080"," "
791,"Knox","Waldo","27090","27","T","27090","27090"," "
792,"Liberty","Waldo","27100","27","T","27100","27100"," "
793,"Lincolnville","Waldo","27110","27","T","27110","27110"," "
794,"Monroe","Waldo","27120","27","T","27120","27120"," "
795,"Montville","Waldo","27130","27","T","27130","27130"," "
796,"Morrill","Waldo","27140","27","T","27140","27140"," "
797,"Northport","Waldo","27150","27","T","27150","27150"," "
798,"Palermo","Waldo","27160","27","T","27160","27160"," "
799,"Prospect","Waldo","27170","27","T","27170","27170"," "
800,"Searsmont","Waldo","27180","27","T","27180","27180"," "
801,"Searsport","Waldo","27190","27","T","27190","27190"," "
802,"Stockton Springs","Waldo","27200","27","T","27200","27200"," "
803,"Swanville","Waldo","27210","27","T","27210","27210"," "
804,"Thorndike","Waldo","27220","27","T","27220","27220"," "
805,"Troy","Waldo","27230","27","T","27230","27230"," "
806,"Unity","Waldo","27240","27","T","27240","27240"," "
807,"Waldo","Waldo","27250","27","T","27250","27250"," "
808,"Winterport","Waldo","27260","27","T","27260","27260"," "
809,"Addison","Washington","29010","29","T","29010","29010"," "
810,"Alexander","Washington","29020","29","T","29020","29020"," "
811,"Baileyville","Washington","29030","29","T","29030","29030"," "
812,"Baring Plt","Washington","29040","29","U","29040","29040","Unorganized to town in 1989, LD 390 (incomplete)"
813,"Beals","Washington","29050","29","T","29050","29050"," "
814,"Beddington","Washington","29060","29","T","29060","29060"," "
815,"Calais","Washington","29070","29","C","29070","29070"," "
816,"Centerville Twp","Washington","29080","29","U","29080","29080","Effective July 1, 2004, LD 1624, 121st"
817,"Charlotte","Washington","29090","29","T","29090","29090"," "
818,"Cherryfield","Washington","29100","29","T","29100","29100"," "
819,"Codyville Plt","Washington","29110","29","P","29110","29110"," "
820,"Columbia","Washington","29120","29","T","29120","29120"," "
821,"Columbia Falls","Washington","29130","29","T","29130","29130"," "
822,"Cooper","Washington","29140","29","T","29140","29140"," "
823,"Crawford","Washington","29150","29","T","29150","29150"," "
824,"Cutler","Washington","29160","29","T","29160","29160"," "
825,"Danforth","Washington","29170","29","T","29170","29170"," "
826,"Deblois","Washington","29180","29","T","29180","29180"," "
827,"Dennysville","Washington","29190","29","T","29190","29190"," "
828,"East Machias","Washington","29200","29","T","29200","29200"," "
829,"Eastport","Washington","29210","29","C","29210","29210"," "
830,"Grand Lake Stream Plt","Washington","29220","29","P","29220","29220"," "
831,"Harrington","Washington","29230","29","T","29230","29230"," "
832,"Jonesboro","Washington","29240","29","T","29240","29240"," "
833,"Jonesport","Washington","29250","29","T","29250","29250"," "
834,"Lubec","Washington","29260","29","T","29260","29260"," "
835,"Machias","Washington","29270","29","T","29270","29270"," "
836,"Machiasport","Washington","29280","29","T","29280","29280"," "
837,"Marshfield","Washington","29290","29","T","29290","29290"," "
838,"Meddybemps","Washington","29300","29","T","29300","29300"," "
839,"Milbridge","Washington","29310","29","T","29310","29310"," "
840,"Northfield","Washington","29320","29","T","29320","29320"," "
842,"Big Lake Twp","Washington","29340","29","U","29834","29340","Recoded back to original code, renamed 9/12/09 LD 619"
843,"Pembroke","Washington","29350","29","T","29350","29350"," "
844,"Perry","Washington","29360","29","T","29360","29360"," "
845,"Princeton","Washington","29370","29","T","29370","29370"," "
846,"Robbinston","Washington","29380","29","T","29380","29380"," "
847,"Roque Bluffs","Washington","29390","29","T","29390","29390"," "
848,"Steuben","Washington","29400","29","T","29400","29400"," "
849,"Talmadge","Washington","29410","29","T","29410","29410"," "
850,"Topsfield","Washington","29420","29","T","29420","29420"," "
851,"Vanceboro","Washington","29430","29","T","29430","29430"," "
852,"Waite","Washington","29440","29","T","29440","29440"," "
853,"Wesley","Washington","29450","29","T","29450","29450"," "
854,"Whiting","Washington","29460","29","T","29460","29460"," "
855,"Whitneyville","Washington","29470","29","T","29470","29470"," "
856,"Pleasant Point","Washington","29480","29","R","29480","29480"," "
857,"Brookton Twp","Washington","29801","29","U","29801","29801"," "
858,"Devereaux Twp","Washington","29802","29","U","29802","29802"," "
859,"Dyer Twp","Washington","29803","29","U","29803","29803"," "
860,"Edmunds Twp","Washington","29804","29","U","29804","29804"," "
861,"Forest Twp","Washington","29805","29","U","29805","29805"," "
862,"Forest City Twp","Washington","29806","29","U","29806","29806"," "
863,"Fowler Twp","Washington","29807","29","U","29807","29807"," "
